English,Lunda,Grammar_Notes,Noun_Class,Verb_Extensions,Agreement_Pattern
Riphath,Rifati,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Togarmah,Togama,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Elishah,Elayisha,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Tarshish,Tashishi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Kittim,Kitimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Dodanim,Dodanimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
inhabitants,dimwafumini antu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
islands,ayili,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
spread,nakushakama,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
lands,hayituutu yamumaluña,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
languages,namadimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
families,yisaka,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Cush,Kushi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Mizraim,Mizirayimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Put,Pati,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Canaan,Kenani,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Seba,Seba,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Havilah,Havila,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sabtah,Sabita,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Raamah,Rayama,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sabteca,Sabiteka,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sheba,Sheba,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Dedan,Dedani,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Nimrod,Nimurodi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
first,watachi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
mighty,mukañovu nankashi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
hunter,chibinda,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
opposition,mukudikaña,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
saying,nhoshelu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
beginning,Wanta,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
kingdom,windi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Babel,Babeli,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Erech,Ereki,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Accad,Akadi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Calneh,Kaline,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
land,nyisumba yadiña mwituña,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Shinar,daShinari,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Assyria,kuAsiriya,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
built,watuñili,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Nineveh,Niniva,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Rehoboth-Ir,Rehobotiliri,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Calah,Kala,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Resen,Reseni,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
city,musumba,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Ludim,Ludimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Anamim,Anamimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Lehabim,Lehabimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Naphtuhim,Nafutuhimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Pathrusim,Patirusimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Casluhim,Kasaluhimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Philistines,aFilisitinu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Caphtorim,Kafitori,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sidon,Sidoni,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
firstborn,wedi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Heth,Heti,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Jebusite,aYebusi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Amorite,aAmori,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Girgashite,aGirigashi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Hivite,aHivi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Arkite,aAraki,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sinite,aSini,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Arvadite,aArivadi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Zemarite,aZemari,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Hamathite,aHamati,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
scattered,yapalañenenimu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
boundary,ñinza,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Gerar,kuGerari,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
near,kwakwihi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Gaza,naGaza,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sodom,kuSodoma,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Gomorrah,kuGomora,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Admah,kuAdima,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Zeboim,kuZeboyimi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Lasha,naLasha,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
forefather,nkakulula,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Eber,kaEberi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
brother,mana,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
oldest,wamukulumpi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Elam,Elami,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Asshur,Ashishuri,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Arpachshad,Arapakishadi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Lud,Ludi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Aram,Arami,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Uz,Uzi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Hul,Huli,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Gether,Geteri,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Mash,Mashi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Shelah,Shela,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Eber,Eberi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
two,ayedi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
name,Ijina,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
one,damwana wumu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Peleg,Pelegi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
lifetime,mumpinji yakuhanda,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
divided,dimwapalañesheleliwu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Joktan,Yokitani,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Almodad,Alimodadi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sheleph,Shelefi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Hazarmaveth,Hazamaveti,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Jerah,Yera,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Hadoram,Hadorami,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Uzal,Uzali,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Diklah,Dikila,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Obal,Obali,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Abimael,Abimayeli,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Ophir,Ofiri,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Jobab,Yobabi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
place,Maluña,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
dwelling,mwashakamineñawu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
extended,atachikilili,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Mesha,kuMesha,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Sephar,kuSefari,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
mountainous,damapidi,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
region,iluña,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
East,dakuMusela,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
family,yisaka,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
lines,namavumu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
abroad,yapalañesheleliwu,Biblical vocabulary,Class 1 (mu-),,Subject agreement wu-
Now all the earth continued to be of one language and of one set of words,Dichi antu ejima hamaseki ahosheleña idimi dimu nimazu wowamu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As they traveled eastward they discovered a valley plain in the land of Shinar,Chayileñawu kukabadi kakumusela awanini chana chachinekineki mwituña daShinari,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they began dwelling there,nawa atachikili kushakama kwenoku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then they said to one another,Kuhiñahu adilejeli wumu namukwawu nawu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Come Let us make bricks and bake them with fire,Twayenu tufwatuli matafwali nawa tuyochi nakesi,Biblical command,Class 1 (mu-),,Subject agreement wu-
So they used bricks instead of stone,Dichi azatishili matafwali chatela azatishi malola,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And bitumen as mortar,nawa ndaaka azatishili manenekela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They now said,Ahosheli nawu,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Come Let us build a city for ourselves,Twayenu tudituñili musumba nikaposhi,Biblical command,Class 1 (mu-),,Subject agreement wu-
And a tower with its top in the heavens,kakalehi kakashika mumawulu,Biblical description,Class 1 (mu-),,Subject agreement wu-
And let us make a celebrated name for ourselves,nawa tutiyakeshenu ijina detu kulonda,Biblical command,Class 1 (mu-),,Subject agreement wu-
So that we will not be scattered over the entire face of the earth,akabuli kutupalañeshela mwahita iseki dejima,Biblical purpose,Class 1 (mu-),,Subject agreement wu-
Then Jehovah went down to see the city and the tower,Kuhiñahu Yehova wasulukili nakumona musumba nikaposhi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That the sons of men had built,katuñileñawu anyana kawantu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Jehovah then said,Dichi Yehova wahosheli nindi,Biblical dialogue,Class 1 (mu-),,Subject agreement wu-
Look They are one people with one language,Talenu Anekali dehi muntu wumu anakuhosha idimi dimu,Biblical observation,Class 1 (mu-),,Subject agreement wu-
And this is what they have started to do,nawa ichi dichuma chinatachiki kwilawu,Biblical observation,Class 1 (mu-),,Subject agreement wu-
Now there is nothing that they may have in mind to do that will be impossible for them,Ichi dinu kwosi chuma chikuyikañesha kwila mwejima munafuukuliwuku,Biblical observation,Class 1 (mu-),,Subject agreement wu-
Come Let us go down there,Tuyenu tusuluki,Biblical command,Class 1 (mu-),,Subject agreement wu-
And confuse their language,tukaluwañeshi idimi dawu,Biblical command,Class 1 (mu-),,Subject agreement wu-
In order that they may not understand one another language,kulonda akañanyeña kutiya idimi damukwawu,Biblical purpose,Class 1 (mu-),,Subject agreement wu-
So Jehovah scattered them from there over the entire face of the earth,Dichi Yehova wayipalañesheli hadina iluña nawa apalañeneni mwahita iseki dejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they gradually left off building the city,nawa alekeleña kutuña owu musumba chovu-chovu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That is why it was named Babel,Dichawutuumbililiwu nawu Babeli,Biblical explanation,Class 1 (mu-),,Subject agreement wu-
Because there Jehovah confused the language of all the earth,muloña kwenoku dikwaluwañesheleliyi Yehova idimi dahosheleñawu antu mwahita iseki dejima,Biblical explanation,Class 1 (mu-),,Subject agreement wu-
And Jehovah scattered them from there over the entire face of the earth,nawa Yehova wayipalañesheli hadina iluña nakuyipalañeshela mwahita iseki dejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
This is the history of Shem,Iyi diyi nsañu yahosha hachihandilu chaShemi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shem was 100 years old when he became father to Arpachshad,Shemi wadiña nayaaka 100 havweliyi Arapakishadi,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Two years after the Flood,hanyima yayaaka yiyedi kufuma hamanini Dibaji,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Arpachshad Shem continued to live 500 years,Hanyima yakuvwala Arapakishadi Shemi watwalekelihu kushakama yaaka 500,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
And he became father to sons and daughters,Nawa wavweli anyana awamayala niawambanda,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Arpachshad lived for 35 years and then became father to Shelah,Arapakishadi washakamini yaaka 35 kuhiñahu wavweli Shela,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Shelah Arpachshad continued to live 403 years,Hanyima yakuvwala Shela Arapakishadi watwalekelihu kushakama yaaka 403,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Shelah lived for 30 years and then became father to Eber,Shela washakamini yaaka 30 kuhiñahu wavweli Eberi,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Eber Shelah continued to live 403 years,Chavweliyi Eberi Shela watwalekelihu kushakama yaaka 403,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Eber lived for 34 years and then became father to Peleg,Eberi washakamini yaaka 34 kuhiñahu wavweli Pelegi,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Peleg Eber continued to live 430 years,Chavweliyi Pelegi Eberi watwalekelihu kushakama yaaka 430,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Peleg lived for 30 years and then became father to Reu,Pelegi washakamini yaaka 30 kuhiñahu wavweli Rewu,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Reu Peleg continued to live 209 years,Chavweliyi Rewu Pelegi watwalekelihu kushakama yaaka 209,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Reu lived for 32 years and then became father to Serug,Rewu washakamini yaaka 32 kuhiñahu wavweli Serugi,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Serug Reu continued to live 207 years,Chavweliyi Serugi Rewu watwalekelihu kushakama yaaka 207,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Serug lived for 30 years and then became father to Nahor,Serugi washakamini yaaka 30 kuhiñahu wavweli Nahori,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Nahor Serug continued to live 200 years,Chavweliyi Nahori Serugi watwalekelihu kushakama yaaka 200,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Nahor lived for 29 years and then became father to Terah,Nahori washakamini yaaka 29 kuhiñahu wavweli Tera,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
After becoming father to Terah Nahor continued to live 119 years,Chavweliyi Tera Nahori watwalekelihu kushakama yaaka 119,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Terah lived for 70 years after which he became father to Abram,Tera washakamini yaaka 70 kuhiñahu wavweli Abarama,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Nahor and Haran,Nahori niHarani,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
This is the history of Terah,Iyi diyi nsañu yahosha hachihandilu chaTera,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Terah became father to Abram Nahor and Haran,Tera wavweli Abarama Nahori niHarani,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
And Haran became father to Lot,nawa Harani wavweli Loti,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
While his father Terah was still alive,henohu tata yindi Tera wuchidi wamumi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Haran died in the land of his birth,Harani wafwilili mwituña mwavwalikililiyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In Ur of the Chaldeans,muUri yawaKalideya,Biblical location,Class 1 (mu-),,Subject agreement wu-
Abram and Nahor took wives for themselves,Abarama naNahori asumbwili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The name of Abram wife was Sarai,Ijina dañoda Abarama wadiña Sarayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the name of Nahor wife was Milcah,nawa ijina dañoda Nahori wadiña Milika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The daughter of Haran the father of Milcah and Iscah,mwana kaHarani tata yaMilika niIsika,Biblical genealogy,Class 1 (mu-),,Subject agreement wu-
Now Sarai was barren,Sarayi wadiña nshinta,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
She had no child,hadiñahu namwanaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Terah then took Abram his son and Lot his grandson,Dichi Tera wasendeli mwanindi Abarama nimwijikulwindi Loti,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The son of Haran and Sarai his daughter-in-law,mwana kaHarani nimuku windi Sarayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
